               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 143,             0.02967,              0.0108,                   0,             0.97943,             0.98039,             0.99432,             0.70086,            0.013016,           0.0038659,                   0,            0.002971,            0.002971,            0.002971
                 144,            0.035781,            0.011937,                   0,             0.99027,             0.99791,              0.9949,             0.78963,           0.0098182,            0.003718,                   0,           0.0029215,           0.0029215,           0.0029215
                 145,            0.025287,            0.010677,                   0,             0.99899,                   1,               0.995,             0.77789,            0.011017,           0.0037782,                   0,            0.002872,            0.002872,            0.002872
                 146,            0.035516,            0.011906,                   0,             0.99708,                   1,               0.995,             0.78171,           0.0090337,           0.0037599,                   0,           0.0028225,           0.0028225,           0.0028225
                 147,             0.02783,            0.011798,                   0,             0.95172,                   1,             0.99313,             0.79877,            0.008562,           0.0036771,                   0,            0.002773,            0.002773,            0.002773
                 148,            0.029152,            0.011095,                   0,             0.95193,                   1,             0.99313,             0.80367,            0.008227,           0.0036655,                   0,           0.0027235,           0.0027235,           0.0027235
                 149,            0.026035,            0.010919,                   0,              0.9517,                   1,             0.99432,             0.80357,           0.0082193,           0.0036588,                   0,            0.002674,            0.002674,            0.002674
                 150,            0.029795,            0.012544,                   0,             0.99843,                   1,               0.995,             0.76354,            0.012442,           0.0036891,                   0,           0.0026245,           0.0026245,           0.0026245
                 151,            0.032673,            0.011532,                   0,                   1,             0.99812,               0.995,             0.74271,            0.010395,           0.0037052,                   0,            0.002575,            0.002575,            0.002575
                 152,            0.031634,            0.010983,                   0,             0.99319,                   1,               0.995,              0.7234,            0.014612,           0.0036988,                   0,           0.0025255,           0.0025255,           0.0025255
                 153,            0.032757,            0.012394,                   0,             0.99498,                   1,               0.995,             0.79557,           0.0096266,           0.0035754,                   0,            0.002476,            0.002476,            0.002476
                 154,            0.035599,            0.012409,                   0,             0.98952,                   1,               0.995,             0.80379,           0.0098664,           0.0035059,                   0,           0.0024265,           0.0024265,           0.0024265
                 155,            0.026418,            0.010544,                   0,             0.99507,                   1,               0.995,             0.74705,            0.011135,           0.0035457,                   0,            0.002377,            0.002377,            0.002377
                 156,            0.029822,            0.012501,                   0,             0.99859,                   1,               0.995,             0.81648,           0.0083628,           0.0034818,                   0,           0.0023275,           0.0023275,           0.0023275
                 157,            0.021151,            0.012377,                   0,                   1,             0.99977,               0.995,             0.81332,            0.010343,           0.0034512,                   0,            0.002278,            0.002278,            0.002278
