               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.011988,           0.0095883,          0.00057008,             0.95121,             0.95145,             0.96998,             0.60282,            0.028632,            0.022988,           0.0046559,            0.002377,            0.002377,            0.002377
                 156,            0.012134,           0.0098592,          0.00084969,             0.94784,             0.94803,              0.9709,             0.60603,            0.028804,            0.022793,           0.0045821,           0.0023275,           0.0023275,           0.0023275
                 157,            0.011842,           0.0097772,          0.00073711,             0.96324,             0.92726,             0.96753,             0.60511,            0.028819,            0.022748,           0.0045684,            0.002278,            0.002278,            0.002278
                 158,            0.012665,            0.010309,          0.00097415,             0.96251,              0.9303,             0.96775,              0.5989,            0.028634,            0.023054,           0.0045229,           0.0022285,           0.0022285,           0.0022285
                 159,            0.011821,           0.0095247,          0.00090137,             0.96298,             0.93965,             0.96994,             0.60237,            0.028843,            0.023396,           0.0046125,            0.002179,            0.002179,            0.002179
                 160,            0.012214,            0.010321,          0.00068681,             0.94504,             0.95701,             0.97045,             0.60384,            0.028707,            0.023147,           0.0046565,           0.0021295,           0.0021295,           0.0021295
                 161,            0.011956,           0.0096471,          0.00065598,             0.95379,             0.95641,             0.96819,             0.60052,             0.02879,            0.023248,           0.0046646,             0.00208,             0.00208,             0.00208
                 162,            0.012067,           0.0097403,          0.00072367,              0.9515,             0.95419,             0.97206,             0.59737,            0.028971,            0.022923,           0.0046748,           0.0020305,           0.0020305,           0.0020305
                 163,            0.011711,            0.009934,          0.00060757,              0.9488,             0.96157,             0.97038,             0.59957,            0.028915,            0.023188,           0.0047833,            0.001981,            0.001981,            0.001981
                 164,            0.011968,            0.010168,          0.00059315,             0.96599,             0.94495,             0.97256,              0.6088,            0.028509,            0.022736,           0.0047014,           0.0019315,           0.0019315,           0.0019315
                 165,            0.011672,           0.0095804,          0.00059782,             0.96475,             0.95432,             0.97295,             0.61002,            0.028756,            0.022985,           0.0042568,            0.001882,            0.001882,            0.001882
                 166,            0.011226,            0.009688,          0.00054052,             0.96474,             0.94816,             0.97219,              0.6087,            0.028872,            0.023147,           0.0039499,           0.0018325,           0.0018325,           0.0018325
                 167,            0.011083,           0.0093917,          0.00056567,             0.95323,             0.95371,             0.97107,             0.60791,            0.028678,            0.023617,           0.0043727,            0.001783,            0.001783,            0.001783
                 168,            0.011046,           0.0094472,          0.00091806,             0.96178,             0.94582,             0.96987,             0.60557,             0.02863,            0.023663,            0.004238,           0.0017335,           0.0017335,           0.0017335
                 169,            0.011474,           0.0094121,          0.00053966,             0.95528,             0.94828,              0.9684,             0.60501,            0.028681,            0.023815,           0.0041763,            0.001684,            0.001684,            0.001684
                 170,            0.011476,           0.0093336,          0.00061791,             0.94507,             0.95112,              0.9637,             0.60622,            0.028536,            0.023949,           0.0046829,           0.0016345,           0.0016345,           0.0016345
                 171,            0.011053,           0.0094794,          0.00043638,             0.95436,             0.95548,             0.96756,             0.61427,            0.028517,            0.024137,           0.0051208,            0.001585,            0.001585,            0.001585
                 172,            0.011046,           0.0095556,          0.00068578,              0.9565,              0.9463,              0.9711,             0.61353,            0.028239,            0.024263,           0.0057735,           0.0015355,           0.0015355,           0.0015355
                 173,            0.010966,           0.0095153,          0.00069058,             0.94432,             0.94553,             0.96754,             0.60682,            0.028196,            0.024108,           0.0060512,            0.001486,            0.001486,            0.001486
                 174,            0.011056,           0.0090888,          0.00060122,             0.94193,             0.95455,             0.96529,             0.60549,            0.028327,            0.024219,           0.0064238,           0.0014365,           0.0014365,           0.0014365
                 175,            0.010784,           0.0098002,          0.00037336,             0.94038,             0.94832,             0.96428,             0.60678,            0.028571,            0.024343,               0.007,            0.001387,            0.001387,            0.001387
                 176,            0.010738,            0.009102,          0.00052559,             0.93936,              0.9489,             0.96637,             0.60824,            0.028479,            0.024438,           0.0062656,           0.0013375,           0.0013375,           0.0013375
                 177,            0.010617,           0.0093963,          0.00049802,             0.94746,             0.95338,             0.96831,             0.61226,            0.028625,            0.024531,           0.0054951,            0.001288,            0.001288,            0.001288
                 178,            0.010863,           0.0089668,          0.00059913,             0.93745,             0.95847,             0.96862,             0.60934,            0.028566,            0.024832,           0.0061219,           0.0012385,           0.0012385,           0.0012385
                 179,            0.010441,           0.0093329,          0.00048341,             0.94619,             0.94046,              0.9641,             0.60769,            0.028385,            0.024983,           0.0069136,            0.001189,            0.001189,            0.001189
                 180,            0.010763,            0.009098,          0.00044949,             0.94495,             0.94449,             0.96449,             0.60857,            0.028518,             0.02472,           0.0073899,           0.0011395,           0.0011395,           0.0011395
                 181,            0.010736,           0.0090831,          0.00046882,             0.94211,             0.94351,             0.96501,             0.60874,            0.028868,             0.02465,           0.0068251,             0.00109,             0.00109,             0.00109
                 182,            0.010389,           0.0088938,          0.00062576,             0.94112,             0.94511,             0.96654,              0.6058,            0.028935,            0.024587,            0.007466,           0.0010405,           0.0010405,           0.0010405
                 183,            0.010535,           0.0091789,          0.00045875,             0.94268,             0.94331,             0.96818,             0.60535,            0.029072,            0.024621,           0.0070946,            0.000991,            0.000991,            0.000991
                 184,            0.010288,           0.0090253,          0.00069725,             0.94937,             0.94285,              0.9675,             0.60604,            0.028853,            0.024703,           0.0070358,           0.0009415,           0.0009415,           0.0009415
                 185,            0.010785,           0.0092852,          0.00059633,             0.95197,             0.94401,             0.96784,             0.60669,             0.02877,            0.024672,           0.0066339,            0.000892,            0.000892,            0.000892
                 186,            0.010549,           0.0089641,          0.00046344,             0.94503,             0.94997,             0.96856,             0.60857,            0.028528,            0.024752,           0.0062291,           0.0008425,           0.0008425,           0.0008425
                 187,            0.010293,           0.0087494,          0.00051656,             0.95413,             0.94609,             0.96854,             0.60913,            0.028426,            0.024664,           0.0057614,            0.000793,            0.000793,            0.000793
                 188,            0.010335,           0.0090808,          0.00062204,             0.95063,             0.95011,              0.9678,             0.60826,            0.028443,             0.02475,           0.0057515,           0.0007435,           0.0007435,           0.0007435
                 189,           0.0099892,           0.0090688,          0.00032632,             0.95202,              0.9511,             0.96834,              0.6093,             0.02841,            0.024739,           0.0056559,            0.000694,            0.000694,            0.000694
                 190,           0.0099656,           0.0091706,          0.00037222,             0.95159,             0.95083,             0.97048,             0.61524,            0.028466,            0.024789,           0.0055537,           0.0006445,           0.0006445,           0.0006445
                 191,            0.010273,           0.0088087,          0.00046715,              0.9553,             0.94746,             0.97078,             0.61597,            0.028662,            0.024974,           0.0058907,            0.000595,            0.000595,            0.000595
                 192,            0.010062,           0.0084804,          0.00041191,              0.9532,             0.94773,             0.96856,             0.61178,            0.028697,            0.025306,           0.0061454,           0.0005455,           0.0005455,           0.0005455
                 193,           0.0097518,           0.0080168,          0.00042911,             0.95292,             0.94474,             0.96793,             0.61131,            0.028643,            0.025411,           0.0063451,            0.000496,            0.000496,            0.000496
                 194,           0.0098543,           0.0087921,          0.00046628,             0.95463,             0.94621,             0.96883,              0.6105,            0.028572,            0.025407,           0.0063689,           0.0004465,           0.0004465,           0.0004465
                 195,            0.010279,           0.0090331,          0.00043528,             0.95339,             0.94913,             0.97018,              0.6098,            0.028599,            0.025496,           0.0062013,            0.000397,            0.000397,            0.000397
                 196,            0.010065,           0.0089372,          0.00043229,             0.94704,              0.9583,              0.9723,             0.61606,            0.028477,              0.0256,           0.0062775,           0.0003475,           0.0003475,           0.0003475
                 197,           0.0097444,            0.008268,          0.00061364,               0.944,             0.95552,             0.97315,             0.61589,            0.028457,            0.025465,           0.0062232,            0.000298,            0.000298,            0.000298
                 198,           0.0099429,           0.0087348,          0.00031937,             0.95456,             0.94457,             0.97193,             0.61458,            0.028504,            0.025423,           0.0062223,           0.0002485,           0.0002485,           0.0002485
                 199,           0.0094391,           0.0087041,          0.00045111,             0.95793,             0.94478,             0.97205,              0.6182,            0.028602,            0.025459,           0.0061693,            0.000199,            0.000199,            0.000199
